year,state_fips,state_abbr,state_name,estimated_population,crimes_total,violent_total,property_total,homicide,forcible_rape_legacy,forcible_rape_revised,robbery,aggravated_assault,burglary,larcent_theft,motor_vehicle_theft
1978,16,ID,Idaho,878000,35250,2076,33174,47,169,,351,1509,9117,21917,2140
1979,16,ID,Idaho,905000,38379,2613,35766,49,186,,392,1986,9729,23577,2460
1980,16,ID,Idaho,943629,45126,2957,42169,29,211,,442,2275,11691,28243,2235
1981,16,ID,Idaho,959000,43450,2717,40733,43,198,,362,2114,11255,27423,2055
1982,16,ID,Idaho,965000,39403,2501,36902,24,160,,292,2025,9958,25256,1688
1983,16,ID,Idaho,989000,38233,2361,35872,35,181,,270,1875,9206,24979,1687
1984,16,ID,Idaho,1001000,36753,2355,34398,34,187,,244,1890,8751,24138,1509
1985,16,ID,Idaho,1005000,39276,2360,36916,22,192,,269,1877,8917,26170,1829
1986,16,ID,Idaho,1003000,42196,2232,39964,32,201,,214,1785,10065,28081,1818
1987,16,ID,Idaho,998000,41480,2138,39342,31,175,,242,1690,9748,27923,1671
1988,16,ID,Idaho,999000,39690,2345,37345,36,179,,202,1928,8691,26893,1761
1989,16,ID,Idaho,1014000,39860,2582,37278,26,236,,152,2168,8843,26825,1610
1990,16,ID,Idaho,1006749,40845,2776,38069,27,275,,151,2323,8187,28216,1666
1991,16,ID,Idaho,1039000,43594,3016,40578,19,300,,215,2482,8582,30143,1853
1992,16,ID,Idaho,1067000,42639,3003,39636,37,339,,229,2398,7934,30023,1679
1993,16,ID,Idaho,1099000,42258,3097,39161,32,388,,186,2491,7350,29795,2016
1994,16,ID,Idaho,1133000,46192,3238,42954,40,316,,209,2673,8147,32597,2210
1995,16,ID,Idaho,1163000,51189,3745,47444,48,330,,279,3088,9069,35560,2815
1996,16,ID,Idaho,1189000,47709,3177,44532,43,313,,241,2580,8431,33872,2229
1997,16,ID,Idaho,1210000,47495,3107,44388,39,350,,237,2481,9175,32784,2429
1998,16,ID,Idaho,1229000,45653,3468,42185,36,386,,264,2782,8518,31385,2282
1999,16,ID,Idaho,1251700,39429,3066,36363,25,417,,223,2401,7641,26824,1898
2000,16,ID,Idaho,1293953,41228,3267,37961,16,384,,223,2644,7330,28545,2086
2001,16,ID,Idaho,1320585,41392,3211,38181,30,425,,245,2511,7507,28285,2389
2002,16,ID,Idaho,1343124,42547,3419,39128,36,497,,240,2646,7441,29060,2627
2003,16,ID,Idaho,1367034,43404,3362,40042,26,535,,245,2556,7837,29559,2646
2004,16,ID,Idaho,1395140,42251,3452,38799,31,594,,241,2586,7671,28389,2739
2005,16,ID,Idaho,1429367,42226,3670,38556,35,577,,266,2792,8066,27606,2884
2006,16,ID,Idaho,1466465,38801,3666,35135,35,611,,294,2726,7545,25154,2436
2007,16,ID,Idaho,1499402,37965,3841,34124,49,607,,243,2942,7131,24727,2266
2008,16,ID,Idaho,1523816,35620,3680,31940,23,579,,239,2839,6748,23532,1660
2009,16,ID,Idaho,1545801,35025,3805,31220,24,575,,254,2952,6682,23066,1472
2010,16,ID,Idaho,1571102,34900,3464,31436,22,533,,213,2696,6513,23594,1329
2011,16,ID,Idaho,1583744,36077,3202,32875,35,444,,188,2535,6915,24629,1331
2012,16,ID,Idaho,1595590,35173,3348,31825,30,495,,243,2580,7240,23203,1382
2013,16,ID,Idaho,1612843,33701,3471,30230,29,516,674,220,2548,6693,21999,1538
2014,16,ID,Idaho,1634806,33879,3439,30440,32,463,645,203,2559,6466,22297,1677
2015,16,ID,Idaho,1652828,32505,3593,28912,32,508,703,191,2667,6124,20916,1872
2016,16,ID,Idaho,1680026,33233,3876,29357,49,529,719,213,2895,6318,20962,2077
2017,16,ID,Idaho,1718904,32668,4111,28557,42,,755,222,3092,5837,20570,2150
2018,16,ID,Idaho,1750536,30018,4196,25822,34,,927,195,3040,4990,18876,1956
2019,16,ID,Idaho,1789060,26406,4162,22244,28,,918,161,3055,4045,16591,1608
2020,16,ID,Idaho,1826913,24745,4432,20313,41,,832,174,3385,3731,14815,1767
1960,17,IL,Illinois,10081158,236085,36802,199283,489,1773,,21048,13492,58241,105423,35619
1961,17,IL,Illinois,10258000,250758,37156,213602,492,1767,,20977,13920,60204,117006,36392
1962,17,IL,Illinois,10146000,258319,38926,219393,537,1884,,20442,16063,56377,125306,37710
1963,17,IL,Illinois,10182000,263232,33627,229605,523,1416,,19193,12495,55117,135634,38854
1964,17,IL,Illinois,10489000,281670,36916,244754,572,1569,,19123,15652,57416,144783,42555
1965,17,IL,Illinois,10644000,270983,34345,236638,551,1706,,17535,14553,58566,137634,40438
1966,17,IL,Illinois,10722000,295847,39116,256731,745,1777,,19824,16770,60099,152102,44530
1967,17,IL,Illinois,10893000,317045,42956,274089,793,1953,,21879,18331,66282,161876,45931
1968,17,IL,Illinois,10974000,355322,44776,310546,893,1798,,23209,18876,75013,187133,48400
1969,17,IL,Illinois,11047000,383161,49543,333618,950,2113,,26153,20327,81602,199600,52416
1970,17,IL,Illinois,11113976,420061,52006,368055,1066,2270,,27908,20762,85067,225437,57551
1971,17,IL,Illinois,11196000,435003,53436,381567,1079,2418,,28900,21039,93682,234618,53267
1972,17,IL,Illinois,11251000,426539,57162,369377,985,2623,,29267,24287,95190,224344,49843
1973,17,IL,Illinois,11236000,485949,62457,423492,1163,2694,,30651,27949,115183,251263,57046
1974,17,IL,Illinois,11131000,577060,69806,507254,1319,3082,,34882,30523,140717,307382,59155
1975,17,IL,Illinois,11145000,635654,74699,560955,1179,2869,,36308,34343,157110,337698,66147
1976,17,IL,Illinois,11229000,612567,70266,542301,1161,2763,,32243,34099,141305,335946,65050
1977,17,IL,Illinois,11245000,599101,70910,528191,1109,2932,,31524,35345,141346,318062,68783
1978,17,IL,Illinois,11243000,631837,76084,555753,1108,3151,,32932,38893,151854,333910,69989
1979,17,IL,Illinois,11230000,677290,83540,593750,1203,3702,,36056,42579,161776,356062,75912
1980,17,IL,Illinois,11355062,711860,91753,620107,1205,3950,,41675,44923,177099,369319,73689
1981,17,IL,Illinois,11455000,700548,90781,609767,1205,3716,,42752,43108,173142,366696,69929
1982,17,IL,Illinois,11448000,668598,88644,579954,1005,3424,,39700,44515,157273,354106,68575
1983,17,IL,Illinois,11486000,636486,83629,552857,1112,3619,,36625,42273,148445,339061,65351
1984,17,IL,Illinois,11511000,610565,83441,527124,1033,3594,,34965,43849,135068,324649,67407
1985,17,IL,Illinois,11535000,612653,82448,530205,927,4529,,33120,43872,131015,331030,68160
1986,17,IL,Illinois,11533000,641765,93454,548311,1023,4765,,37583,50083,136306,339418,72587
1987,17,IL,Illinois,11582000,627342,92216,535126,967,4443,,36406,50400,130147,342492,62487
1988,17,IL,Illinois,11544000,648873,93557,555316,991,4449,,36097,52020,130292,355148,69876
1989,17,IL,Illinois,11658000,657414,98611,558803,1051,4161,,39138,54261,125441,362556,70806
1990,17,IL,Illinois,11430602,678416,110575,567841,1182,4505,,45038,59850,121506,372862,73473
1991,17,IL,Illinois,11543000,707823,119955,587868,1300,4615,,52653,61387,129284,382942,75642
1992,17,IL,Illinois,11631000,670564,113664,556900,1322,4312,,47973,60057,125306,359618,71976
1993,17,IL,Illinois,11697000,657129,112260,544869,1332,4046,,44584,62298,118788,360730,65351
1994,17,IL,Illinois,11752000,661150,112928,548222,1378,3913,,43788,63849,118116,363888,66218
1995,17,IL,Illinois,11830000,645408,117836,527572,1221,4313,,39139,73163,108555,357143,61874
1996,17,IL,Illinois,11847000,630259,105482,524777,1179,4548,,33106,66649,108185,358515,58077
1997,17,IL,Illinois,11896000,611589,102476,509113,1096,4415,,33123,63842,103550,350140,55423
1998,17,IL,Illinois,12045000,585206,97291,487915,1008,4095,,29927,62261,97792,337191,52932
1999,17,IL,Illinois,12128370,547560,83621,463939,939,4297,,26365,52020,86317,320954,56668
2000,17,IL,Illinois,12419293,526474,81196,445278,898,3926,,25641,50731,81850,313161,50267
2001,17,IL,Illinois,12520227,513918,79270,434648,982,4010,,24931,49347,79158,306757,48733
2002,17,IL,Illinois,12586447,506238,75759,430479,961,4370,,25314,45114,81440,304227,44812
2003,17,IL,Illinois,12649087,486261,70376,415885,895,4189,,23786,41506,78345,295907,41633
2004,17,IL,Illinois,12712016,472851,69365,403486,780,4220,,22582,41783,76088,287025,40373
2005,17,IL,Illinois,12765427,465166,70496,394670,770,4313,,23255,42158,77635,277662,39373
2006,17,IL,Illinois,12831970,456976,69498,387478,780,4078,,23782,40858,77259,272578,37641
2007,17,IL,Illinois,12852548,445850,68528,377322,752,4103,,23100,40573,75524,267911,33887
2008,17,IL,Illinois,12901563,446135,67780,378355,790,4118,,24054,38818,78968,266815,32572
2009,17,IL,Illinois,12910409,417532,64185,353347,773,3901,,22923,36588,77850,248821,26676
2010,17,IL,Illinois,12841980,406196,57132,349064,704,3066,,20386,32976,77472,242681,28911
2011,17,IL,Illinois,12859752,398991,54523,344468,781,3030,,20217,30495,77719,237362,29387
2012,17,IL,Illinois,12868192,386262,53556,332706,770,3581,,19480,29725,71100,235314,26292
2013,17,IL,Illinois,12890552,348004,51956,296048,722,3895,5340,17733,28161,59093,216059,20896
2014,17,IL,Illinois,12882189,317422,47775,269647,690,3182,4329,15271,27485,50759,201003,17885
2015,17,IL,Illinois,12839047,306717,49755,256962,754,3602,4926,15056,29019,46846,192424,17692
2016,17,IL,Illinois,12835726,319310,56054,263256,1061,3713,5003,17829,32161,48193,195196,19867
2017,17,IL,Illinois,12786196,310885,55777,255108,983,,5424,17731,31639,43355,190860,20893
2018,17,IL,Illinois,12723071,299022,52343,246679,902,,6106,14251,31084,39317,187517,19845
2019,17,IL,Illinois,12667017,287634,52601,235033,851,,6161,12660,32929,34789,181225,19019
2020,17,IL,Illinois,12587530,249899,53612,196287,1151,,5090,12261,35110,31020,143935,21332
1960,18,IN,Indiana,4662498,72441,3945,68496,204,240,,1609,1892,21486,39196,7814
1961,18,IN,Indiana,4711000,76915,4044,72871,192,250,,1829,1773,22162,42379,8330
1962,18,IN,Indiana,4715000,85001,4191,80810,167,289,,1814,1921,22183,49473,9154
1963,18,IN,Indiana,4694000,96236,4819,91417,130,380,,2219,2090,25294,56127,9996
1964,18,IN,Indiana,4825000,105342,6564,98778,147,505,,2802,3110,25797,62098,10883
1965,18,IN,Indiana,4885000,106029,6695,99334,173,516,,2802,3204,27178,60113,12043
1966,18,IN,Indiana,4918000,114888,7196,107692,197,520,,3089,3390,30859,63282,13551
1967,18,IN,Indiana,5000000,129624,8143,121481,188,633,,3933,3389,35074,69464,16943
1968,18,IN,Indiana,5067000,147968,10229,137739,243,741,,5119,4126,37693,79174,20872
1969,18,IN,Indiana,5118000,158114,10141,147973,255,864,,4788,4234,41916,85869,20188
1970,18,IN,Indiana,5193669,180995,12184,168811,253,1031,,5729,5171,48084,97338,23389
1971,18,IN,Indiana,5274000,185789,13031,172758,282,1025,,6646,5078,51104,100414,21240
1972,18,IN,Indiana,5291000,180408,12968,167440,321,1192,,5878,5577,50180,97921,19339
1973,18,IN,Indiana,5316000,198111,13696,184415,388,1239,,5785,6284,55064,108623,20728
1974,18,IN,Indiana,5330000,231155,15631,215524,427,1255,,7166,6783,66870,127706,20948
1975,18,IN,Indiana,5311000,260847,17677,243170,449,1291,,8328,7609,73103,149447,20620
1976,18,IN,Indiana,5302000,247776,16721,231055,377,1228,,6830,8286,64450,146859,19746
1977,18,IN,Indiana,5330000,227743,16553,211190,395,1412,,6565,8181,57894,133179,20117
1978,18,IN,Indiana,5374000,233153,17383,215770,334,1451,,6526,9072,59561,134119,22090
1979,18,IN,Indiana,5400000,248477,18254,230223,448,1681,,7167,8958,63176,143666,23381
1980,18,IN,Indiana,5461103,269252,20633,248619,485,1808,,7720,10620,71720,153297,23602
1981,18,IN,Indiana,5466000,248144,18672,229472,388,1616,,7050,9618,63887,147038,18547
1982,18,IN,Indiana,5471000,242338,16444,225894,355,1521,,5966,8602,59569,148454,17871
1983,18,IN,Indiana,5479000,226272,15547,210725,286,1509,,5474,8278,54147,138929,17649
1984,18,IN,Indiana,5498000,216039,16781,199258,303,1372,,5435,9671,51019,128941,19298
1985,18,IN,Indiana,5499000,215234,17014,198220,319,1318,,5065,10312,50295,129861,18064
1986,18,IN,Indiana,5504000,212170,16937,195233,329,1424,,4954,10230,48802,128404,18027
1987,18,IN,Indiana,5531000,227864,18169,209695,307,1609,,4901,11352,52363,137722,19610
1988,18,IN,Indiana,5575000,231364,21187,210177,358,1731,,4963,14135,52137,138335,19705
1989,18,IN,Indiana,5593000,248327,22735,225592,353,1804,,5671,14907,54201,149514,21877
1990,18,IN,Indiana,5544159,259651,26275,233376,344,2103,,5619,18209,52297,156741,24338
1991,18,IN,Indiana,5610000,270279,28349,241930,423,2318,,6506,19102,54814,161039,26077
1992,18,IN,Indiana,5662000,265375,28791,236584,464,2398,,6921,19008,53907,157181,25496
1993,18,IN,Indiana,5713000,255090,27941,227149,430,2234,,6845,18432,48677,154016,24456
1994,18,IN,Indiana,5752000,264180,30205,233975,453,2046,,7490,20216,48921,160043,25011
1995,18,IN,Indiana,5803000,268768,30451,238317,466,1930,,7844,20211,47676,163618,27023
1996,18,IN,Indiana,5841000,262742,31366,231376,420,1992,,7249,21705,45782,160777,24817
1997,18,IN,Indiana,5864000,261902,30179,231723,430,1928,,7763,20058,48182,158442,25099
1998,18,IN,Indiana,5899000,245952,25423,220529,454,1952,,6561,16456,46552,152790,21187
1999,18,IN,Indiana,5942901,223808,22261,201547,391,1607,,6496,13767,42463,138794,20290
2000,18,IN,Indiana,6080485,228135,21230,206905,352,1759,,6282,12837,41108,144707,21090
2001,18,IN,Indiana,6126743,234282,22734,211548,413,1716,,7171,13434,42758,147291,21499
2002,18,IN,Indiana,6156913,230966,22001,208965,362,1843,,6612,13184,42605,146073,20287
2003,18,IN,Indiana,6199571,229881,21842,208039,338,1720,,6401,13383,41582,145686,20771
2004,18,IN,Indiana,6226537,232223,20294,211929,316,1803,,6373,11802,42168,148670,21091
2005,18,IN,Indiana,6266019,237080,20302,216778,356,1856,,6809,11281,43756,151278,21744
2006,18,IN,Indiana,6313520,238086,20303,217783,361,1811,,7175,10956,45538,150655,21590
2007,18,IN,Indiana,6345289,235197,21310,213887,350,1738,,7845,11377,46485,147999,19403
2008,18,IN,Indiana,6376792,235164,21525,213639,322,1711,,7580,11912,48805,147334,17500
2009,18,IN,Indiana,6423113,221362,21455,199907,312,1621,,7347,12175,48880,137190,13837
2010,18,IN,Indiana,6490622,220257,20983,199274,268,1760,,6559,12396,48570,137204,13500
2011,18,IN,Indiana,6516353,227635,21619,206016,306,1758,,6977,12578,50571,140630,14815
2012,18,IN,Indiana,6537782,220538,22544,197994,307,1661,,6601,13975,47689,136668,13637
2013,18,IN,Indiana,6570713,211099,23627,187472,357,1623,2241,7114,13915,42754,130534,14184
2014,18,IN,Indiana,6597880,199014,24105,174909,333,1608,2197,6894,14681,36909,124144,13856
2015,18,IN,Indiana,6612768,197251,25373,171878,370,1757,2386,7081,15536,34404,123940,13534
2016,18,IN,Indiana,6634007,194976,26516,168460,431,1813,2449,7291,16345,33567,120454,14439
2017,18,IN,Indiana,6660082,185239,26307,158932,413,,2612,7035,16247,29799,114395,14738
2018,18,IN,Indiana,6695497,171957,25009,146948,418,,2486,5737,16368,25894,105861,15193
2019,18,IN,Indiana,6731010,156103,25006,131097,373,,2553,5335,16745,21586,95745,13766
2020,18,IN,Indiana,6754953,144614,24161,120453,505,,2348,4215,17093,18938,86080,15435
1960,19,IA,Iowa,2757537,30991,656,30335,17,102,,301,236,6375,21865,2095
1961,19,IA,Iowa,2779000,30035,643,29392,36,81,,291,235,6356,21096,1940
1962,19,IA,Iowa,2777000,31590,559,31031,31,105,,238,185,7326,21668,2037
1963,19,IA,Iowa,2780000,32784,629,32155,35,100,,253,241,7516,22374,2265
1964,19,IA,Iowa,2756000,37383,1007,36376,35,137,,310,525,8004,25733,2639
1965,19,IA,Iowa,2760000,38574,1067,37507,36,123,,354,554,8398,26220,2889
1966,19,IA,Iowa,2747000,45155,1214,43941,43,132,,351,688,9245,31074,3622
1967,19,IA,Iowa,2753000,51784,1608,50176,42,155,,578,833,11881,34022,4273
1968,19,IA,Iowa,2748000,58908,1882,57026,48,186,,686,962,13027,39476,4523
1969,19,IA,Iowa,2781000,62642,1918,60724,39,178,,622,1079,13603,42184,4937
1970,19,IA,Iowa,2825041,70770,2241,68529,54,175,,804,1208,14331,49253,4945
1971,19,IA,Iowa,2852000,74882,2822,72060,52,255,,866,1649,15160,52528,4372
1972,19,IA,Iowa,2883000,72990,2519,70471,50,248,,770,1451,15037,50560,4874
1973,19,IA,Iowa,2904000,82230,2970,79260,63,329,,954,1624,18412,55310,5538
1974,19,IA,Iowa,2855000,97460,3455,94005,54,287,,1390,1724,22597,65153,6255
1975,19,IA,Iowa,2870000,112181,4039,108142,71,297,,1536,2135,23492,78057,6593
1976,19,IA,Iowa,2870000,116276,3813,112463,67,307,,1180,2259,23737,82788,5938
1977,19,IA,Iowa,2879000,111172,4145,107027,67,306,,1187,2585,23392,77304,6331
1978,19,IA,Iowa,2896000,115263,4674,110589,74,300,,1357,2943,25214,78567,6808
1979,19,IA,Iowa,2903000,124879,5259,119620,65,320,,1457,3417,26768,85023,7829
1980,19,IA,Iowa,2907804,138026,5826,132200,63,416,,1596,3751,31390,93605,7205
1981,19,IA,Iowa,2897000,136638,5915,130723,76,389,,1554,3896,30925,93333,6465
1982,19,IA,Iowa,2905000,120166,5018,115148,67,362,,1051,3538,27535,82568,5045
1983,19,IA,Iowa,2905000,113849,5262,108587,68,365,,1192,3637,26599,77402,4586
1984,19,IA,Iowa,2910000,110566,5781,104785,59,375,,1114,4233,25357,74818,4610
1985,19,IA,Iowa,2884000,113713,6106,107607,55,363,,1187,4501,26349,76835,4423
1986,19,IA,Iowa,2851000,118336,6703,111633,51,356,,1197,5099,27255,79864,4514
1987,19,IA,Iowa,2834000,117334,6553,110781,59,337,,1025,5132,26010,80489,4282
1988,19,IA,Iowa,2834000,115533,7279,108254,47,446,,1132,5654,24211,79447,4596
1989,19,IA,Iowa,2840000,115912,7563,108349,54,459,,1108,5942,24052,79801,4496
1990,19,IA,Iowa,2776755,113871,8321,105550,54,510,,1089,6668,22448,78384,4718
1991,19,IA,Iowa,2795000,115546,8477,107069,57,583,,1257,6580,23267,79030,4772
1992,19,IA,Iowa,2812000,111275,7816,103459,44,528,,1113,6131,21197,77788,4474
1993,19,IA,Iowa,2814000,108239,9159,99080,66,686,,1517,6890,20562,73148,5370
1994,19,IA,Iowa,2829000,103389,8914,94475,47,666,,1327,6874,18872,70507,5096
1995,19,IA,Iowa,2842000,116575,10071,106504,51,619,,1507,7894,21527,78645,6332
1996,19,IA,Iowa,2852000,104067,7771,96296,53,561,,1286,5871,18954,71893,5449
1997,19,IA,Iowa,2852000,108827,8841,99986,52,579,,1593,6617,22003,71301,6682
1998,19,IA,Iowa,2862000,100188,8916,91272,54,728,,1456,6678,19282,66016,5974
1999,19,IA,Iowa,2869413,92497,8034,84463,43,780,,1051,6160,17012,62316,5135
2000,19,IA,Iowa,2926324,94630,7796,86834,46,676,,1071,6003,16342,65118,5374
2001,19,IA,Iowa,2931967,96499,7865,88634,50,649,,1154,6012,16885,66244,5505
2002,19,IA,Iowa,2935840,101265,8388,92877,44,797,,1169,6378,18643,68411,5823
2003,19,IA,Iowa,2941976,95729,8175,87554,50,796,,1131,6198,17515,64400,5639
2004,19,IA,Iowa,2952904,94274,8499,85775,44,782,,1160,6513,17928,62214,5633
2005,19,IA,Iowa,2965524,93067,8697,84370,40,847,,1153,6657,18147,60723,5500
2006,19,IA,Iowa,2982085,92723,8521,84202,55,871,,1309,6286,18160,60998,5044
2007,19,IA,Iowa,2988046,88103,8970,79133,39,970,,1328,6633,17176,57018,4939
2008,19,IA,Iowa,3002555,81924,8651,73273,77,937,,1249,6388,16598,52299,4376
2009,19,IA,Iowa,3007856,78565,8485,70080,38,890,,1201,6356,16419,49757,3904
2010,19,IA,Iowa,3050202,76931,8191,68740,38,883,,1012,6258,16746,48194,3800
2011,19,IA,Iowa,3064097,79926,7883,72043,44,866,,824,6149,17573,50472,3998
2012,19,IA,Iowa,3075039,78524,8167,70357,49,901,,962,6255,17201,49116,4040
2013,19,IA,Iowa,3092341,76419,8443,67976,41,873,1133,937,6332,15918,47803,4255
2014,19,IA,Iowa,3109481,73584,8484,65100,60,829,1150,1047,6227,14363,46594,4143
2015,19,IA,Iowa,3121997,73307,8619,64688,73,877,1205,1050,6291,14977,45328,4383
2016,19,IA,Iowa,3130869,75058,9170,65888,73,941,1278,1150,6669,15306,45580,5002
2017,19,IA,Iowa,3143637,74690,9038,65652,98,,1305,1269,6366,14711,45441,5500
2018,19,IA,Iowa,3148618,65327,8303,57024,70,,1126,989,6118,12433,39498,5093
2019,19,IA,Iowa,3159596,67532,9086,58446,70,,1365,919,6732,12406,40479,5561
2020,19,IA,Iowa,3163561,63326,9601,53725,111,,1289,943,7258,11739,35751,6235
1960,20,KS,Kansas,2178611,30392,1272,29120,64,109,,410,689,7705,19515,1900
1961,20,KS,Kansas,2194000,31200,1282,29918,41,118,,460,663,7275,20763,1880
1962,20,KS,Kansas,2219000,34791,1477,33314,63,147,,480,787,7531,23514,2269
1963,20,KS,Kansas,2225000,36535,1831,34704,57,148,,648,978,8234,24068,2402
1964,20,KS,Kansas,2225000,43918,2573,41345,75,246,,623,1629,9626,28613,3106
1965,20,KS,Kansas,2234000,44462,2392,42070,60,204,,537,1591,10443,28886,2741
1966,20,KS,Kansas,2250000,47296,2517,44779,78,200,,667,1572,10712,30742,3325
1967,20,KS,Kansas,2275000,56295,3248,53047,90,243,,959,1956,13610,35231,4206
1968,20,KS,Kansas,2303000,62727,3463,59264,86,305,,1095,1977,14178,40353,4733
1969,20,KS,Kansas,2321000,72834,3873,68961,81,350,,1271,2171,16091,47579,5291
1970,20,KS,Kansas,2249071,81946,4561,77385,107,325,,1689,2440,19829,51784,5772
1971,20,KS,Kansas,2258000,78922,4843,74079,115,360,,1483,2885,20064,48511,5504
1972,20,KS,Kansas,2258000,76881,4737,72144,91,401,,1556,2689,20472,46433,5239
1973,20,KS,Kansas,2279000,80079,4956,75123,137,411,,1781,2627,23485,46840,4798
1974,20,KS,Kansas,2270000,97619,6272,91347,157,447,,2447,3221,28797,57134,5416
1975,20,KS,Kansas,2267000,107614,6307,101307,122,391,,2103,3691,31047,64900,5360
1976,20,KS,Kansas,2310000,110382,6529,103853,104,506,,1983,3936,30618,67870,5365
1977,20,KS,Kansas,2326000,106154,7206,98948,153,511,,2343,4199,29549,63716,5683
1978,20,KS,Kansas,2348000,106696,7471,99225,133,586,,2201,4551,30215,63194,5816
1979,20,KS,Kansas,2369000,115981,8376,107605,130,626,,2423,5197,31504,69622,6479
1980,20,KS,Kansas,2354783,126660,9168,117492,163,742,,2664,5599,35826,75268,6398
1981,20,KS,Kansas,2381000,128676,8796,119880,151,733,,2611,5301,36768,77039,6073
1982,20,KS,Kansas,2408000,119244,8088,111156,138,596,,2095,5259,32382,73416,5358
1983,20,KS,Kansas,2425000,109847,7919,101928,137,627,,2038,5117,28318,68735,4875
1984,20,KS,Kansas,2438000,105793,8147,97646,89,669,,1745,5644,25577,67028,5041
1985,20,KS,Kansas,2450000,107190,8716,98474,121,719,,1929,5947,25740,67433,5301
1986,20,KS,Kansas,2461000,118683,9076,109607,108,810,,1958,6200,29229,74029,6349
1987,20,KS,Kansas,2476000,121420,8932,112488,110,808,,2032,5982,28177,78043,6268
1988,20,KS,Kansas,2487000,121363,9083,112280,85,779,,2136,6083,29321,76927,6032
1989,20,KS,Kansas,2513000,125219,10073,115146,138,917,,2508,6510,29871,77802,7473
1990,20,KS,Kansas,2477574,128664,11093,117571,98,1002,,2914,7079,28901,80361,8309
1991,20,KS,Kansas,2495000,138081,12465,125616,153,1118,,3453,7741,32601,84258,8757
1992,20,KS,Kansas,2523000,134222,12888,121334,151,1042,,3277,8418,32639,80526,8169
1993,20,KS,Kansas,2531000,125924,12564,113360,161,1016,,3128,8259,28655,76538,8167
1994,20,KS,Kansas,2554000,123791,11314,112477,170,1055,,2940,7149,28635,75459,8383
1995,20,KS,Kansas,2565000,125350,10792,114558,159,938,,2775,6920,27404,78855,8299
1996,20,KS,Kansas,2572000,120414,10642,109772,170,1096,,2476,6900,25239,78145,6388
1997,20,KS,Kansas,2595000,133704,11151,122553,150,1179,,2535,7287,24292,91823,6438
1998,20,KS,Kansas,2629000,128086,10972,117114,173,1128,,2287,7384,24984,85329,6801
1999,20,KS,Kansas,2654052,117803,10159,107644,160,1065,,2047,6887,21874,79722,6048
2000,20,KS,Kansas,2688418,118527,10470,108057,169,1022,,2048,7231,21484,80077,6496
2001,20,KS,Kansas,2702125,116446,10909,105537,92,945,,2423,7449,20514,77038,7985
2002,20,KS,Kansas,2711769,110997,10229,100768,78,1035,,2165,6951,19679,73877,7212
2003,20,KS,Kansas,2724786,120107,10831,109276,125,1085,,2247,7374,21973,79471,7832
2004,20,KS,Kansas,2733697,120101,10330,109771,122,1142,,1812,7254,20146,81115,8510
2005,20,KS,Kansas,2748172,115289,10701,104588,101,1098,,1795,7707,19028,76222,9338
2006,20,KS,Kansas,2764075,116220,11960,104260,125,1279,,1878,8678,20086,75450,8724
2007,20,KS,Kansas,2775997,115691,12730,102961,106,1287,,2022,9315,20461,73900,8600
2008,20,KS,Kansas,2802134,106436,11554,94882,113,1226,,1681,8534,19651,67826,7405
2009,20,KS,Kansas,2818747,102390,11460,90930,125,1179,,1786,8370,19473,65499,5958
2010,20,KS,Kansas,2859143,99711,10602,89109,97,1146,,1538,7821,19315,63774,6020
2011,20,KS,Kansas,2870386,98864,10209,88655,111,1122,,1448,7528,18712,63259,6684
2012,20,KS,Kansas,2885398,101358,10292,91066,85,1105,,1493,7609,18874,65413,6779
2013,20,KS,Kansas,2895801,95632,9928,85704,117,1003,1295,1339,7177,17476,61557,6671
2014,20,KS,Kansas,2902507,90264,10235,80029,92,1066,1483,1361,7299,15921,57169,6939
2015,20,KS,Kansas,2906721,91542,11483,80059,126,1226,1684,1823,7850,15619,57435,7005
2016,20,KS,Kansas,2907731,93958,11665,82293,132,1193,1618,1757,8158,14759,60119,7415
2017,20,KS,Kansas,2910689,91041,11654,79387,134,,1504,1633,8383,13102,58891,7394
2018,20,KS,Kansas,2911359,90310,12861,77449,122,,1664,1420,9655,12792,56726,7931
2019,20,KS,Kansas,2912635,78117,11811,66306,95,,1500,1157,9059,9996,49420,6890
2020,20,KS,Kansas,2913805,76462,12385,64077,100,,1263,928,10094,9655,47193,7229
1960,21,KY,Kentucky,3038156,36844,2957,33887,205,163,,1001,1588,11274,18831,3782
1961,21,KY,Kentucky,3076000,36910,2907,34003,201,146,,1085,1475,11271,19402,3330
1962,21,KY,Kentucky,3082000,41033,2963,38070,201,177,,1122,1463,12809,21692,3569
1963,21,KY,Kentucky,3095000,44481,2849,41632,172,166,,1109,1402,13508,24159,3965
1964,21,KY,Kentucky,3159000,50013,3486,46527,164,254,,1140,1928,14571,27430,4526
1965,21,KY,Kentucky,3179000,50537,3463,47074,168,209,,1167,1919,14140,28112,4822
1966,21,KY,Kentucky,3183000,55332,4191,51141,223,265,,1362,2341,15360,28532,7249
1967,21,KY,Kentucky,3189000,59196,4484,54712,230,291,,1502,2461,15399,30325,8988
1968,21,KY,Kentucky,3229000,64291,5317,58974,288,330,,1941,2758,16872,31376,10726
1969,21,KY,Kentucky,3232000,69969,5745,64224,336,370,,2236,2803,18399,34646,11179
1970,21,KY,Kentucky,3219311,79971,7157,72814,357,441,,2344,4015,22662,39002,11150
1971,21,KY,Kentucky,3282000,81450,7717,73733,358,489,,2541,4329,23596,39232,10905
