year,state_fips,state_abbr,state_name,estimated_population,crimes_total,violent_total,property_total,homicide,forcible_rape_legacy,forcible_rape_revised,robbery,aggravated_assault,burglary,larcent_theft,motor_vehicle_theft
1986,48,TX,Texas,16682000,1235822,109925,1125897,2258,8607,,40021,59039,341747,665029,119121
1987,48,TX,Texas,16789000,1296519,105961,1190558,1959,8068,,38053,57881,355597,711594,123367
1988,48,TX,Texas,16780000,1345369,109499,1235870,2022,8119,,39301,60057,361972,739642,134256
1989,48,TX,Texas,16991000,1346866,111889,1234977,2029,7951,,37913,63996,342346,741660,150971
1990,48,TX,Texas,16986510,1329494,129343,1200151,2389,8750,,44297,73907,314512,731224,154415
1991,48,TX,Texas,17349000,1356527,145743,1210784,2652,9266,,49700,84125,312693,734261,163830
1992,48,TX,Texas,17656000,1246148,142369,1103779,2239,9437,,44588,86105,268928,689780,145071
1993,48,TX,Texas,18031000,1161031,137419,1023612,2147,9922,,40469,84881,233913,664862,124837
1994,48,TX,Texas,18378000,1079225,129838,949387,2022,9102,,37643,81071,214687,623947,110753
1995,48,TX,Texas,18724000,1064336,124303,940033,1693,8563,,33667,80380,202642,632468,104923
1996,48,TX,Texas,19128000,1092002,123270,968732,1477,8376,,32804,80613,204390,659414,104928
1997,48,TX,Texas,19439000,1065357,117126,948231,1327,8011,,30522,77266,201059,645451,101721
1998,48,TX,Texas,19760000,1010062,111566,898496,1346,7913,,28677,73630,194883,606967,96646
1999,48,TX,Texas,20044141,1008567,112306,896261,1217,7614,,29405,74070,190362,613862,92037
2000,48,TX,Texas,20851820,1033311,113653,919658,1238,7856,,30257,74302,188975,637522,93161
2001,48,TX,Texas,21370983,1098809,122155,976654,1332,8169,,35348,77306,204362,669625,102667
2002,48,TX,Texas,21736925,1130292,126018,1004274,1302,8508,,37580,78628,212602,688992,102680
2003,48,TX,Texas,22103374,1138981,122246,1016735,1422,8025,,37017,75782,219877,698644,98214
2004,48,TX,Texas,22471549,1132256,121554,1010702,1364,8388,,35817,75985,220118,696507,94077
2005,48,TX,Texas,22928508,1111384,121091,990293,1407,8511,,35790,75383,219828,677042,93423
2006,48,TX,Texas,23507783,1081448,121602,959846,1386,8429,,37256,74531,215710,648711,95425
2007,48,TX,Texas,23904380,1107435,122014,985421,1419,8460,,38778,73357,228320,663101,94000
2008,48,TX,Texas,24326974,1093450,123585,969865,1370,8055,,37739,76421,230046,654435,85384
2009,48,TX,Texas,24782302,1116766,121684,995082,1330,8311,,38022,74021,240058,678455,76569
2010,48,TX,Texas,25253466,1064477,113231,951246,1249,7622,,32843,71517,228597,654626,68023
2011,48,TX,Texas,25631778,997544,104734,892810,1130,7486,,28620,67498,215755,613131,63924
2012,48,TX,Texas,26060796,982934,106475,876459,1148,7715,,30385,67227,205002,606425,65032
2013,48,TX,Texas,26505637,971046,108757,862289,1140,7610,10456,31810,65351,191062,605440,65787
2014,48,TX,Texas,26979078,923226,109711,813515,1192,8400,11636,31021,65862,168085,577018,68412
2015,48,TX,Texas,27429639,892427,113193,779234,1317,8941,12323,31924,67629,153067,558653,67514
2016,48,TX,Texas,27904862,890956,121064,769892,1478,9905,13446,33298,72842,148796,552106,68990
2017,48,TX,Texas,28322717,847127,123984,723143,1405,,14536,32120,75923,133458,521767,67918
2018,48,TX,Texas,28628666,799340,118197,681143,1327,,15098,28339,73433,117897,493238,70008
2019,48,TX,Texas,28986794,819568,122263,697305,1432,,15303,29126,76402,114494,504461,78350
2020,48,TX,Texas,29360759,790244,131084,659160,1931,,13509,26834,88810,108851,466033,84276
1960,49,UT,Utah,890627,22634,484,22150,9,61,,185,229,3655,17081,1414
1961,49,UT,Utah,916000,19210,451,18759,16,62,,186,187,3558,13575,1626
1962,49,UT,Utah,967000,22559,554,22005,22,76,,217,239,4170,15804,2031
1963,49,UT,Utah,983000,23517,598,22919,24,77,,225,272,4916,16177,1826
1964,49,UT,Utah,992000,25037,888,24149,15,100,,263,510,5233,16906,2010
1965,49,UT,Utah,990000,28845,886,27959,15,88,,229,554,6008,19887,2064
1966,49,UT,Utah,1008000,33569,1148,32421,20,103,,368,657,6952,22806,2663
1967,49,UT,Utah,1024000,33223,1194,32029,28,74,,394,698,7020,22702,2307
1968,49,UT,Utah,1034000,37037,1201,35836,30,115,,348,708,7665,25532,2639
1969,49,UT,Utah,1045000,42092,1460,40632,26,147,,512,775,8867,28654,3111
1970,49,UT,Utah,1059273,44507,1459,43048,36,115,,563,745,9692,30006,3350
1971,49,UT,Utah,1099000,49299,1689,47610,30,161,,665,833,10053,33949,3608
1972,49,UT,Utah,1126000,47364,2063,45301,33,206,,701,1123,10283,31891,3127
1973,49,UT,Utah,1157000,49139,2412,46727,37,265,,724,1386,11446,31796,3485
1974,49,UT,Utah,1173000,58066,2517,55549,37,261,,889,1330,13289,38391,3869
1975,49,UT,Utah,1206000,61658,2795,58863,32,252,,953,1558,14325,40673,3865
1976,49,UT,Utah,1228000,61127,2709,58418,55,257,,852,1545,13973,40548,3897
1977,49,UT,Utah,1268000,60238,3043,57195,44,258,,873,1868,14856,38098,4241
1978,49,UT,Utah,1307000,65074,3552,61522,49,299,,869,2335,15516,41642,4364
1979,49,UT,Utah,1367000,75076,4158,70918,66,381,,1062,2649,16115,50216,4587
1980,49,UT,Utah,1458729,85782,4425,81357,55,404,,1170,2796,19283,57354,4720
1981,49,UT,Utah,1516000,87170,4527,82643,50,431,,1286,2760,19326,58855,4462
1982,49,UT,Utah,1554000,82891,4440,78451,53,369,,1344,2674,17202,57341,3908
1983,49,UT,Utah,1619000,82859,4144,78715,56,403,,1041,2644,16446,58453,3816
1984,49,UT,Utah,1652000,78738,4035,74703,47,336,,958,2694,14176,56782,3745
1985,49,UT,Utah,1645000,87470,4398,83072,50,381,,908,3059,15511,63668,3893
1986,49,UT,Utah,1665000,91215,4441,86774,53,421,,976,2991,15233,67825,3716
1987,49,UT,Utah,1680000,94393,3861,90532,55,365,,887,2554,15975,71038,3519
1988,49,UT,Utah,1691000,94333,4110,90223,47,399,,915,2749,14898,71677,3648
1989,49,UT,Utah,1707000,96994,4417,92577,45,489,,898,2985,15311,73210,4056
1990,49,UT,Utah,1722850,97512,4892,92620,52,651,,980,3209,15172,73352,4096
1991,49,UT,Utah,1770000,99255,5077,94178,52,808,,976,3241,14872,75041,4265
1992,49,UT,Utah,1813000,102589,5267,97322,54,823,,1014,3376,16045,76964,4313
1993,49,UT,Utah,1860000,97415,5599,91816,58,829,,1090,3622,14708,72603,4505
1994,49,UT,Utah,1908000,101142,5810,95332,56,806,,1213,3735,15089,74554,5689
1995,49,UT,Utah,1951000,118832,6415,112417,76,834,,1309,4196,15623,89202,7592
1996,49,UT,Utah,2000000,119717,6638,113079,63,836,,1377,4362,16965,87542,8572
1997,49,UT,Utah,2059000,123447,6878,116569,50,977,,1408,4443,18335,89090,9144
1998,49,UT,Utah,2100000,115624,6599,109025,65,875,,1385,4274,17070,84255,7700
1999,49,UT,Utah,2129836,105999,5869,100130,44,806,,1158,3861,14592,78156,7382
2000,49,UT,Utah,2233169,99958,5711,94247,43,863,,1242,3563,14348,73438,6461
2001,49,UT,Utah,2278712,96307,5314,90993,67,896,,1197,3154,13804,70676,6513
2002,49,UT,Utah,2318789,103129,5488,97641,47,943,,1140,3358,15124,74795,7722
2003,49,UT,Utah,2352119,105973,5889,100084,60,919,,1258,3652,16961,75321,7802
2004,49,UT,Utah,2420708,103409,5647,97762,46,967,,1236,3398,15225,74889,7648
2005,49,UT,Utah,2490334,101158,5612,95546,56,920,,1095,3541,14971,72082,8493
2006,49,UT,Utah,2550063,95343,5771,89572,51,891,,1242,3587,14721,66480,8371
2007,49,UT,Utah,2645330,99429,6347,93082,59,935,,1425,3928,15594,68573,8915
2008,49,UT,Utah,2736424,98538,6165,92373,41,915,,1421,3788,14766,70299,7308
2009,49,UT,Utah,2784572,97749,5998,91751,39,941,,1304,3714,15258,69556,6937
2010,49,UT,Utah,2775479,94241,5925,88316,53,983,,1269,3620,15095,67242,5979
2011,49,UT,Utah,2814347,89631,5547,84084,50,901,,1079,3517,13170,64727,6187
2012,49,UT,Utah,2854871,92223,5939,86284,52,975,,1105,3807,13095,67157,6032
2013,49,UT,Utah,2902787,94978,6644,88334,51,926,1522,1247,3824,13727,67115,7492
2014,49,UT,Utah,2944498,91937,6464,85473,66,1114,1547,1313,3538,11656,66487,7330
2015,49,UT,Utah,2990632,96935,7138,89797,57,1247,1704,1329,4048,12606,68464,8727
2016,49,UT,Utah,3044321,97967,7406,90561,74,1146,1560,1528,4244,12938,68261,9362
2017,49,UT,Utah,3103118,93716,7515,86201,74,,1758,1498,4185,11780,64955,9466
2018,49,UT,Utah,3153550,83845,7551,76294,63,,1854,1237,4397,10079,58406,7809
2019,49,UT,Utah,3203383,77057,7588,69469,77,,1865,1130,4516,8658,54078,6733
2020,49,UT,Utah,3249879,88562,8471,80091,102,,1809,1362,5198,9444,60359,10288
1960,50,VT,Vermont,389881,3218,37,3181,1,9,,9,18,944,1898,339
1961,50,VT,Vermont,395000,3226,79,3147,6,36,,16,21,1324,1489,334
1962,50,VT,Vermont,390000,4001,57,3944,1,24,,18,14,1461,2133,350
1963,50,VT,Vermont,390000,4334,92,4242,2,33,,27,30,1614,2167,461
1964,50,VT,Vermont,409000,3527,89,3438,2,24,,13,50,1064,1968,406
1965,50,VT,Vermont,397000,3892,89,3803,2,26,,18,43,1286,2128,389
1966,50,VT,Vermont,405000,4524,80,4444,6,28,,16,30,1733,2238,473
1967,50,VT,Vermont,417000,5095,86,5009,13,18,,8,47,2156,2332,521
1968,50,VT,Vermont,422000,5117,157,4960,11,31,,26,89,2093,2505,362
1969,50,VT,Vermont,439000,6898,234,6664,11,40,,41,142,2632,3536,496
1970,50,VT,Vermont,444732,8437,329,8108,6,46,,34,243,3249,4308,551
1971,50,VT,Vermont,458000,9528,333,9195,5,52,,45,231,3325,5233,637
1972,50,VT,Vermont,462000,10185,445,9740,8,50,,49,338,3411,5802,527
1973,50,VT,Vermont,464000,11591,327,11264,10,52,,41,224,3719,6913,632
1974,50,VT,Vermont,470000,13511,353,13158,16,58,,65,214,4791,7551,816
1975,50,VT,Vermont,471000,16396,448,15948,10,69,,74,295,5181,9948,819
1976,50,VT,Vermont,476000,15195,563,14632,26,71,,85,381,4868,8821,943
1977,50,VT,Vermont,483000,19146,722,18424,7,77,,149,489,6512,10631,1281
1978,50,VT,Vermont,487000,18538,810,17728,16,71,,70,653,6142,10543,1043
1979,50,VT,Vermont,493000,26125,908,25217,7,113,,141,647,7779,15776,1662
1980,50,VT,Vermont,511299,25506,914,24592,11,149,,199,555,7806,15278,1508
1981,50,VT,Vermont,515000,26063,659,25404,22,170,,142,325,8033,15860,1511
1982,50,VT,Vermont,516000,24210,655,23555,12,180,,119,344,6080,16160,1315
1983,50,VT,Vermont,525000,21697,696,21001,19,214,,146,317,5724,14296,981
1984,50,VT,Vermont,530000,21030,769,20261,12,105,,122,530,5387,14054,820
1985,50,VT,Vermont,535000,20801,790,20011,18,103,,112,557,5210,13924,877
1986,50,VT,Vermont,541000,21515,807,20708,11,118,,120,558,5135,14593,980
1987,50,VT,Vermont,548000,23406,748,22658,15,123,,92,518,6085,15485,1088
1988,50,VT,Vermont,556000,23577,791,22786,11,128,,89,563,6098,15591,1097
1989,50,VT,Vermont,567000,23182,753,22429,11,131,,102,509,5835,15466,1128
1990,50,VT,Vermont,562758,24429,716,23713,13,146,,66,491,6119,16424,1170
1991,50,VT,Vermont,567000,22426,662,21764,12,173,,67,410,5784,15161,819
1992,50,VT,Vermont,570000,19437,624,18813,12,142,,51,419,4706,13507,600
1993,50,VT,Vermont,576000,22881,658,22223,21,229,,52,356,5036,16423,764
1994,50,VT,Vermont,580000,18852,562,18290,6,160,,71,325,4274,13154,862
1995,50,VT,Vermont,585000,20087,692,19395,13,165,,64,450,4451,14150,794
1996,50,VT,Vermont,589000,17687,714,16973,11,159,,91,453,3964,12124,885
1997,50,VT,Vermont,589000,16658,705,15953,9,156,,79,461,3611,11542,800
1998,50,VT,Vermont,591000,18552,628,17924,13,163,,56,396,3966,13084,874
1999,50,VT,Vermont,593740,16735,676,16059,17,136,,65,458,3537,11610,912
2000,50,VT,Vermont,608827,18185,691,17494,9,140,,117,425,3501,13184,809
2001,50,VT,Vermont,612978,16978,644,16334,7,107,,107,423,3150,12426,758
2002,50,VT,Vermont,616408,15600,658,14942,13,126,,77,442,3489,10684,769
2003,50,VT,Vermont,619343,14510,707,13803,15,126,,62,504,3017,10132,654
2004,50,VT,Vermont,621233,15272,713,14559,16,160,,78,459,3435,10537,587
2005,50,VT,Vermont,622387,15531,782,14749,8,153,,76,545,3185,10894,670
2006,50,VT,Vermont,623908,15825,905,14920,14,173,,114,604,3443,10857,620
2007,50,VT,Vermont,621254,15504,802,14702,13,128,,79,582,3200,10853,649
2008,50,VT,Vermont,621270,16757,854,15903,17,133,,93,611,3515,11802,586
2009,50,VT,Vermont,621760,15847,837,15010,8,132,,111,586,3471,11090,449
2010,50,VT,Vermont,625909,14980,820,14160,7,141,,76,596,3348,10373,439
2011,50,VT,Vermont,626592,16011,925,15086,11,146,,99,669,3838,10720,528
2012,50,VT,Vermont,625953,16544,891,15653,8,131,,114,638,4179,11014,460
2013,50,VT,Vermont,626855,14657,775,13882,10,113,136,75,554,3352,10193,337
2014,50,VT,Vermont,626767,10364,643,9721,10,85,117,72,444,2092,7375,254
2015,50,VT,Vermont,626088,9811,747,9064,10,104,150,105,482,2034,6834,196
2016,50,VT,Vermont,623354,10556,851,9705,14,120,170,78,589,1884,7637,184
2017,50,VT,Vermont,624525,10421,1082,9339,17,,254,100,711,1945,7169,225
2018,50,VT,Vermont,624358,9366,1155,8211,11,,326,73,745,1496,6451,264
2019,50,VT,Vermont,624046,10261,1293,8968,11,,298,71,913,1286,7378,304
2020,50,VT,Vermont,623347,8667,1081,7586,14,,213,64,790,961,6361,264
1960,51,VA,Virginia,3966949,65568,7286,58282,487,319,,1042,5438,15594,37660,5028
1961,51,VA,Virginia,4059000,71851,7555,64296,349,414,,1065,5727,17201,41626,5469
1962,51,VA,Virginia,4177000,73669,7720,65949,362,342,,1070,5946,18034,42551,5364
1963,51,VA,Virginia,4331000,80937,8259,72678,307,415,,1267,6270,19536,47339,5803
1964,51,VA,Virginia,4378000,95752,10561,85191,367,506,,1517,8171,23553,54711,6927
1965,51,VA,Virginia,4457000,98021,10145,87876,365,536,,1780,7464,24454,55751,7671
1966,51,VA,Virginia,4507000,104955,10399,94556,364,540,,2006,7489,27968,57336,9252
1967,51,VA,Virginia,4536000,118784,10328,108456,411,601,,2397,6919,32709,64808,10939
1968,51,VA,Virginia,4597000,132741,12821,119920,473,716,,3027,8605,36153,71708,12059
1969,51,VA,Virginia,4669000,140447,12433,128014,341,766,,3782,7544,35496,78912,13606
1970,51,VA,Virginia,4648494,170386,14040,156346,483,796,,4437,8324,42514,99239,14593
1971,51,VA,Virginia,4714000,171286,15384,155902,475,1006,,5033,8870,43376,97888,14638
1972,51,VA,Virginia,4764000,161328,16483,144845,561,1034,,5408,9480,42729,88711,13405
1973,51,VA,Virginia,4811000,171157,16007,155150,503,1104,,5044,9356,45106,96428,13616
1974,51,VA,Virginia,4908000,205544,17514,188030,522,1269,,6253,9470,55997,118251,13782
1975,51,VA,Virginia,4967000,225821,18917,206904,570,1194,,6878,10275,57901,135634,13369
1976,51,VA,Virginia,5032000,211501,15485,196016,476,1115,,5444,8450,51279,133360,11377
1977,51,VA,Virginia,5135000,206636,14893,191743,460,1199,,4727,8507,50640,129464,11639
1978,51,VA,Virginia,5148000,209677,14743,194934,452,1168,,5000,8123,51006,132140,11788
1979,51,VA,Virginia,5197000,226656,15642,211014,447,1407,,5799,7989,56265,141923,12826
1980,51,VA,Virginia,5323412,245942,16355,229587,459,1458,,6392,8046,64020,153437,12130
1981,51,VA,Virginia,5426000,253440,17456,235984,464,1478,,7229,8285,63350,161678,10956
1982,51,VA,Virginia,5491000,233683,16970,216713,405,1366,,6708,8491,53457,153148,10108
1983,51,VA,Virginia,5550000,219868,16236,203632,387,1370,,6132,8347,51055,142714,9863
1984,51,VA,Virginia,5636000,213241,16660,196581,434,1503,,5765,8958,47436,138808,10337
1985,51,VA,Virginia,5706000,215634,16813,198821,405,1551,,5720,9137,44797,142800,11224
1986,51,VA,Virginia,5787000,223366,17708,205658,411,1533,,6118,9646,47021,145935,12702
1987,51,VA,Virginia,5904000,233768,17414,216354,437,1537,,6244,9196,47642,153690,15022
1988,51,VA,Virginia,5996000,250436,17940,232496,468,1622,,6748,9102,49069,165343,18084
1989,51,VA,Virginia,6098000,256814,19057,237757,480,1638,,6494,10445,46156,172645,18956
1990,51,VA,Virginia,6187358,274757,21694,253063,545,1915,,7626,11608,45236,187564,20263
1991,51,VA,Virginia,6286000,289619,23459,266160,583,1879,,8651,12346,49224,195652,21284
1992,51,VA,Virginia,6377000,274118,23907,250211,564,2008,,8787,12548,45217,185506,19488
1993,51,VA,Virginia,6491000,267135,24160,242975,539,2083,,9216,12322,43338,181104,18533
1994,51,VA,Virginia,6552000,265200,23437,241763,571,1868,,8704,12294,41855,181619,18289
1995,51,VA,Virginia,6618000,264005,23921,240084,503,1799,,8718,12901,39388,181333,19363
1996,51,VA,Virginia,6675000,264882,22782,242100,500,1783,,8181,12318,39255,184237,18608
1997,51,VA,Virginia,6734000,261022,23249,237773,488,1819,,8384,12558,38475,180406,18892
1998,51,VA,Virginia,6791000,248576,22115,226461,422,1810,,7171,12712,38094,170012,18355
1999,51,VA,Virginia,6872912,231886,21626,210260,392,1720,,6947,12567,32411,159896,17953
2000,51,VA,Virginia,7078515,214348,19943,194405,401,1616,,6295,11631,30434,146158,17813
2001,51,VA,Virginia,7196750,228445,20939,207506,364,1770,,6860,11945,31604,157060,18842
2002,51,VA,Virginia,7287829,229039,21256,207783,388,1839,,6961,12068,31757,157548,18478
2003,51,VA,Virginia,7365284,220939,20490,200449,416,1807,,6713,11554,29105,153367,17977
2004,51,VA,Virginia,7481332,220976,20608,200368,390,1816,,6899,11503,28759,154154,17455
2005,51,VA,Virginia,7564327,221838,21434,200404,458,1763,,7495,11718,29829,154584,15991
2006,51,VA,Virginia,7642884,211940,21683,190257,403,1829,,7779,11672,32166,143292,14799
2007,51,VA,Virginia,7712091,212798,21035,191763,415,1793,,7696,11131,32028,145634,14101
2008,51,VA,Virginia,7769089,216757,20031,196726,370,1794,,7470,10397,32188,151191,13347
2009,51,VA,Virginia,7882590,212215,18195,194020,370,1572,,6342,9911,31956,150374,11690
2010,51,VA,Virginia,8023953,204587,17184,187403,376,1580,,5678,9550,30804,145990,10609
2011,51,VA,Virginia,8104384,198916,16014,182902,304,1591,,5425,8694,30656,142476,9770
2012,51,VA,Virginia,8186628,194110,15676,178434,322,1505,,4718,9131,29651,139654,9129
2013,51,VA,Virginia,8270345,187913,16355,171558,320,1476,2350,4574,9111,26717,136215,8626
2014,51,VA,Virginia,8328098,178456,16522,161934,350,1687,2416,4294,9462,23210,131001,7723
2015,51,VA,Virginia,8367587,174508,16705,157803,390,1767,2499,4459,9357,21542,128064,8197
2016,51,VA,Virginia,8414380,175787,18495,157292,482,2032,2830,4826,10357,20159,127285,9848
2017,51,VA,Virginia,8465207,170326,17811,152515,470,,3026,4331,9984,18524,123812,10179
2018,51,VA,Virginia,8501286,160288,17357,142931,417,,3072,3610,10258,15659,116496,10776
2019,51,VA,Virginia,8556642,158860,17916,140944,447,,2915,3520,11034,13972,116656,10316
2020,51,VA,Virginia,8590563,143039,17925,125114,524,,2279,2947,12175,11465,102796,10853
1960,53,WA,Washington,2853214,63688,1616,62072,61,166,,886,503,13908,43657,4507
1961,53,WA,Washington,2902000,64752,1687,63065,63,180,,902,542,13694,44450,4921
1962,53,WA,Washington,3006000,70151,1913,68238,74,189,,912,738,14695,48212,5331
1963,53,WA,Washington,3050000,73085,2034,71051,76,196,,914,848,16134,49490,5427
1964,53,WA,Washington,2984000,81437,2761,78676,72,229,,850,1610,17914,55011,5751
1965,53,WA,Washington,2990000,81367,3081,78286,67,304,,905,1805,18271,54290,5725
1966,53,WA,Washington,2980000,92357,3673,88684,75,346,,1094,2158,19958,61563,7163
1967,53,WA,Washington,3087000,115353,4754,110599,96,387,,1686,2585,25859,76049,8691
1968,53,WA,Washington,3276000,129892,6970,122922,118,561,,3223,3068,33399,79790,9733
1969,53,WA,Washington,3402000,157711,8243,149468,124,660,,3844,3615,44106,92411,12951
1970,53,WA,Washington,3409169,166404,7546,158858,120,613,,3189,3624,49244,97279,12335
1971,53,WA,Washington,3449000,168514,8155,160359,130,612,,3219,4194,48038,100447,11874
1972,53,WA,Washington,3443000,161932,8627,153305,146,749,,3016,4716,47563,94336,11406
1973,53,WA,Washington,3429000,174534,9309,165225,137,897,,3302,4973,52819,99522,12884
1974,53,WA,Washington,3476000,208875,12036,196839,179,1008,,4015,6834,61611,121132,14096
1975,53,WA,Washington,3544000,217634,13851,203783,202,1160,,4395,8094,61065,129060,13658
1976,53,WA,Washington,3612000,209280,14036,195244,154,1238,,4317,8327,59324,123324,12596
1977,53,WA,Washington,3658000,209521,13714,195807,159,1447,,3886,8222,58732,123894,13181
1978,53,WA,Washington,3774000,230802,15296,215506,175,1556,,4719,8846,66672,133931,14903
1979,53,WA,Washington,3926000,256349,17064,239285,187,1821,,4739,10317,70024,152204,17057
1980,53,WA,Washington,4113331,284436,19098,265338,225,2169,,5558,11146,76598,172468,16272
1981,53,WA,Washington,4212000,283974,18839,265135,213,2115,,5475,11036,79696,171994,13445
1982,53,WA,Washington,4245000,266680,17251,249429,185,1947,,5003,10116,71322,166188,11919
1983,53,WA,Washington,4300000,261343,15986,245357,212,1923,,4533,9318,70526,163953,10878
